Nº de abonados;Sexo;Edad;Tipo de abono;Centro deportivo;Mes
1;HOMBRE;64;ADM COMPLETO;Aluche;ene-25
2;HOMBRE;67;ADM COMPLETO;Aluche;ene-25
1;HOMBRE;68;ADM COMPLETO;Aluche;ene-25
1;HOMBRE;71;ADM COMPLETO;Aluche;ene-25
2;HOMBRE;75;ADM COMPLETO;Aluche;ene-25
1;MUJER;12;ADM FAMILIAR;Aluche;ene-25
1;MUJER;14;ADM FAMILIAR;Aluche;ene-25
2;MUJER;16;ADM FAMILIAR;Aluche;ene-25
2;MUJER;19;ADM FAMILIAR;Aluche;ene-25
1;MUJER;27;ADM FAMILIAR;Aluche;ene-25
1;MUJER;44;ADM FAMILIAR;Aluche;ene-25
1;MUJER;47;ADM FAMILIAR;Aluche;ene-25
1;MUJER;49;ADM FAMILIAR;Aluche;ene-25
1;MUJER;51;ADM FAMILIAR;Aluche;ene-25
1;MUJER;54;ADM FAMILIAR;Aluche;ene-25
1;MUJER;55;ADM FAMILIAR;Aluche;ene-25
1;MUJER;59;ADM FAMILIAR;Aluche;ene-25
1;HOMBRE;9;ADM FAMILIAR;Aluche;ene-25
1;HOMBRE;13;ADM FAMILIAR;Aluche;ene-25
2;HOMBRE;16;ADM FAMILIAR;Aluche;ene-25
1;HOMBRE;18;ADM FAMILIAR;Aluche;ene-25
1;HOMBRE;21;ADM FAMILIAR;Aluche;ene-25
1;HOMBRE;24;ADM FAMILIAR;Aluche;ene-25
1;HOMBRE;46;ADM FAMILIAR;Aluche;ene-25
1;HOMBRE;47;ADM FAMILIAR;Aluche;ene-25
1;HOMBRE;50;ADM FAMILIAR;Aluche;ene-25
1;HOMBRE;56;ADM FAMILIAR;Aluche;ene-25
1;HOMBRE;59;ADM FAMILIAR;Aluche;ene-25
1;MUJER;25;ADM REDUCIDO;Aluche;ene-25
1;MUJER;50;ADM REDUCIDO;Aluche;ene-25
2;MUJER;52;ADM REDUCIDO;Aluche;ene-25
1;MUJER;60;ADM REDUCIDO;Aluche;ene-25
2;MUJER;61;ADM REDUCIDO;Aluche;ene-25
1;MUJER;62;ADM REDUCIDO;Aluche;ene-25
2;MUJER;63;ADM REDUCIDO;Aluche;ene-25
3;MUJER;64;ADM REDUCIDO;Aluche;ene-25
2;MUJER;65;ADM REDUCIDO;Aluche;ene-25
2;MUJER;66;ADM REDUCIDO;Aluche;ene-25
6;MUJER;67;ADM REDUCIDO;Aluche;ene-25
6;MUJER;68;ADM REDUCIDO;Aluche;ene-25
2;MUJER;69;ADM REDUCIDO;Aluche;ene-25
3;MUJER;70;ADM REDUCIDO;Aluche;ene-25
3;MUJER;71;ADM REDUCIDO;Aluche;ene-25
1;MUJER;72;ADM REDUCIDO;Aluche;ene-25
2;MUJER;73;ADM REDUCIDO;Aluche;ene-25
1;MUJER;74;ADM REDUCIDO;Aluche;ene-25
1;MUJER;75;ADM REDUCIDO;Aluche;ene-25
1;MUJER;76;ADM REDUCIDO;Aluche;ene-25
3;MUJER;77;ADM REDUCIDO;Aluche;ene-25
1;MUJER;78;ADM REDUCIDO;Aluche;ene-25
1;MUJER;79;ADM REDUCIDO;Aluche;ene-25
2;MUJER;80;ADM REDUCIDO;Aluche;ene-25
1;MUJER;84;ADM REDUCIDO;Aluche;ene-25
2;MUJER;85;ADM REDUCIDO;Aluche;ene-25
1;HOMBRE;36;ADM REDUCIDO;Aluche;ene-25
1;HOMBRE;49;ADM REDUCIDO;Aluche;ene-25
1;HOMBRE;52;ADM REDUCIDO;Aluche;ene-25
1;HOMBRE;57;ADM REDUCIDO;Aluche;ene-25
2;HOMBRE;62;ADM REDUCIDO;Aluche;ene-25
1;HOMBRE;63;ADM REDUCIDO;Aluche;ene-25
2;HOMBRE;64;ADM REDUCIDO;Aluche;ene-25
3;HOMBRE;65;ADM REDUCIDO;Aluche;ene-25
1;HOMBRE;66;ADM REDUCIDO;Aluche;ene-25
2;HOMBRE;69;ADM REDUCIDO;Aluche;ene-25
2;HOMBRE;71;ADM REDUCIDO;Aluche;ene-25
3;HOMBRE;72;ADM REDUCIDO;Aluche;ene-25
2;HOMBRE;73;ADM REDUCIDO;Aluche;ene-25
3;HOMBRE;74;ADM REDUCIDO;Aluche;ene-25
3;HOMBRE;75;ADM REDUCIDO;Aluche;ene-25
3;HOMBRE;76;ADM REDUCIDO;Aluche;ene-25
2;HOMBRE;77;ADM REDUCIDO;Aluche;ene-25
1;HOMBRE;78;ADM REDUCIDO;Aluche;ene-25
2;HOMBRE;79;ADM REDUCIDO;Aluche;ene-25
2;HOMBRE;80;ADM REDUCIDO;Aluche;ene-25
1;HOMBRE;84;ADM REDUCIDO;Aluche;ene-25
1;MUJER;16;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;MUJER;17;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;MUJER;18;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;MUJER;19;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;MUJER;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
3;MUJER;22;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
4;MUJER;23;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
3;MUJER;24;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
3;MUJER;25;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
4;MUJER;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
3;MUJER;28;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;MUJER;29;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
4;MUJER;30;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;MUJER;31;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
4;MUJER;32;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;MUJER;35;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;MUJER;37;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;MUJER;38;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;MUJER;39;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;MUJER;40;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;MUJER;42;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;MUJER;44;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;MUJER;45;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;MUJER;46;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;MUJER;47;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;MUJER;48;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;MUJER;49;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;MUJER;50;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;MUJER;52;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;MUJER;53;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;MUJER;54;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;MUJER;56;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;MUJER;58;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;MUJER;61;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;HOMBRE;16;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
6;HOMBRE;17;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
4;HOMBRE;18;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
5;HOMBRE;19;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
4;HOMBRE;20;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;HOMBRE;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;HOMBRE;22;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;HOMBRE;23;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
7;HOMBRE;24;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
6;HOMBRE;25;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
3;HOMBRE;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
6;HOMBRE;27;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
4;HOMBRE;28;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
6;HOMBRE;29;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
4;HOMBRE;30;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;HOMBRE;31;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
5;HOMBRE;32;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
3;HOMBRE;33;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;HOMBRE;34;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
3;HOMBRE;35;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
3;HOMBRE;36;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;HOMBRE;37;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
3;HOMBRE;38;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
3;HOMBRE;39;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;HOMBRE;41;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;HOMBRE;42;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;HOMBRE;43;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
3;HOMBRE;44;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;HOMBRE;45;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;HOMBRE;46;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
3;HOMBRE;47;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;HOMBRE;48;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
3;HOMBRE;49;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;HOMBRE;50;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;HOMBRE;51;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;HOMBRE;52;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;HOMBRE;53;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;HOMBRE;55;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;HOMBRE;56;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;HOMBRE;57;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;HOMBRE;58;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;HOMBRE;59;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;HOMBRE;60;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;HOMBRE;61;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
2;HOMBRE;64;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Aluche;ene-25
1;MUJER;16;ADM USO LIBRE;Aluche;ene-25
3;MUJER;18;ADM USO LIBRE;Aluche;ene-25
2;MUJER;20;ADM USO LIBRE;Aluche;ene-25
1;MUJER;21;ADM USO LIBRE;Aluche;ene-25
1;MUJER;22;ADM USO LIBRE;Aluche;ene-25
3;MUJER;24;ADM USO LIBRE;Aluche;ene-25
4;MUJER;25;ADM USO LIBRE;Aluche;ene-25
2;MUJER;26;ADM USO LIBRE;Aluche;ene-25
1;MUJER;27;ADM USO LIBRE;Aluche;ene-25
1;MUJER;29;ADM USO LIBRE;Aluche;ene-25
1;MUJER;30;ADM USO LIBRE;Aluche;ene-25
2;MUJER;31;ADM USO LIBRE;Aluche;ene-25
1;MUJER;32;ADM USO LIBRE;Aluche;ene-25
1;MUJER;34;ADM USO LIBRE;Aluche;ene-25
1;MUJER;39;ADM USO LIBRE;Aluche;ene-25
1;MUJER;40;ADM USO LIBRE;Aluche;ene-25
1;MUJER;42;ADM USO LIBRE;Aluche;ene-25
4;MUJER;43;ADM USO LIBRE;Aluche;ene-25
2;MUJER;47;ADM USO LIBRE;Aluche;ene-25
1;MUJER;48;ADM USO LIBRE;Aluche;ene-25
2;MUJER;50;ADM USO LIBRE;Aluche;ene-25
1;MUJER;51;ADM USO LIBRE;Aluche;ene-25
3;MUJER;53;ADM USO LIBRE;Aluche;ene-25
1;MUJER;54;ADM USO LIBRE;Aluche;ene-25
3;MUJER;55;ADM USO LIBRE;Aluche;ene-25
2;MUJER;57;ADM USO LIBRE;Aluche;ene-25
1;MUJER;60;ADM USO LIBRE;Aluche;ene-25
3;MUJER;61;ADM USO LIBRE;Aluche;ene-25
2;MUJER;62;ADM USO LIBRE;Aluche;ene-25
1;MUJER;64;ADM USO LIBRE;Aluche;ene-25
1;MUJER;65;ADM USO LIBRE;Aluche;ene-25
4;MUJER;66;ADM USO LIBRE;Aluche;ene-25
3;MUJER;67;ADM USO LIBRE;Aluche;ene-25
3;MUJER;68;ADM USO LIBRE;Aluche;ene-25
1;MUJER;69;ADM USO LIBRE;Aluche;ene-25
1;MUJER;70;ADM USO LIBRE;Aluche;ene-25
1;MUJER;71;ADM USO LIBRE;Aluche;ene-25
2;MUJER;72;ADM USO LIBRE;Aluche;ene-25
2;MUJER;73;ADM USO LIBRE;Aluche;ene-25
1;MUJER;75;ADM USO LIBRE;Aluche;ene-25
3;MUJER;76;ADM USO LIBRE;Aluche;ene-25
7;MUJER;77;ADM USO LIBRE;Aluche;ene-25
1;MUJER;78;ADM USO LIBRE;Aluche;ene-25
1;MUJER;79;ADM USO LIBRE;Aluche;ene-25
2;MUJER;80;ADM USO LIBRE;Aluche;ene-25
1;MUJER;81;ADM USO LIBRE;Aluche;ene-25
1;MUJER;92;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;17;ADM USO LIBRE;Aluche;ene-25
1;HOMBRE;18;ADM USO LIBRE;Aluche;ene-25
3;HOMBRE;19;ADM USO LIBRE;Aluche;ene-25
5;HOMBRE;20;ADM USO LIBRE;Aluche;ene-25
1;HOMBRE;22;ADM USO LIBRE;Aluche;ene-25
3;HOMBRE;23;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;24;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;25;ADM USO LIBRE;Aluche;ene-25
3;HOMBRE;26;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;27;ADM USO LIBRE;Aluche;ene-25
4;HOMBRE;28;ADM USO LIBRE;Aluche;ene-25
3;HOMBRE;29;ADM USO LIBRE;Aluche;ene-25
3;HOMBRE;30;ADM USO LIBRE;Aluche;ene-25
1;HOMBRE;31;ADM USO LIBRE;Aluche;ene-25
1;HOMBRE;32;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;33;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;34;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;35;ADM USO LIBRE;Aluche;ene-25
1;HOMBRE;36;ADM USO LIBRE;Aluche;ene-25
5;HOMBRE;37;ADM USO LIBRE;Aluche;ene-25
1;HOMBRE;38;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;39;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;40;ADM USO LIBRE;Aluche;ene-25
3;HOMBRE;41;ADM USO LIBRE;Aluche;ene-25
3;HOMBRE;42;ADM USO LIBRE;Aluche;ene-25
3;HOMBRE;43;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;44;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;45;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;46;ADM USO LIBRE;Aluche;ene-25
3;HOMBRE;47;ADM USO LIBRE;Aluche;ene-25
3;HOMBRE;49;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;50;ADM USO LIBRE;Aluche;ene-25
4;HOMBRE;51;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;52;ADM USO LIBRE;Aluche;ene-25
1;HOMBRE;53;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;54;ADM USO LIBRE;Aluche;ene-25
3;HOMBRE;55;ADM USO LIBRE;Aluche;ene-25
1;HOMBRE;56;ADM USO LIBRE;Aluche;ene-25
1;HOMBRE;57;ADM USO LIBRE;Aluche;ene-25
1;HOMBRE;58;ADM USO LIBRE;Aluche;ene-25
5;HOMBRE;59;ADM USO LIBRE;Aluche;ene-25
1;HOMBRE;60;ADM USO LIBRE;Aluche;ene-25
3;HOMBRE;61;ADM USO LIBRE;Aluche;ene-25
1;HOMBRE;62;ADM USO LIBRE;Aluche;ene-25
1;HOMBRE;63;ADM USO LIBRE;Aluche;ene-25
1;HOMBRE;64;ADM USO LIBRE;Aluche;ene-25
6;HOMBRE;65;ADM USO LIBRE;Aluche;ene-25
7;HOMBRE;66;ADM USO LIBRE;Aluche;ene-25
8;HOMBRE;67;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;68;ADM USO LIBRE;Aluche;ene-25
5;HOMBRE;69;ADM USO LIBRE;Aluche;ene-25
3;HOMBRE;70;ADM USO LIBRE;Aluche;ene-25
4;HOMBRE;71;ADM USO LIBRE;Aluche;ene-25
1;HOMBRE;72;ADM USO LIBRE;Aluche;ene-25
3;HOMBRE;73;ADM USO LIBRE;Aluche;ene-25
6;HOMBRE;74;ADM USO LIBRE;Aluche;ene-25
3;HOMBRE;75;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;76;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;77;ADM USO LIBRE;Aluche;ene-25
3;HOMBRE;78;ADM USO LIBRE;Aluche;ene-25
4;HOMBRE;79;ADM USO LIBRE;Aluche;ene-25
3;HOMBRE;80;ADM USO LIBRE;Aluche;ene-25
3;HOMBRE;81;ADM USO LIBRE;Aluche;ene-25
1;HOMBRE;82;ADM USO LIBRE;Aluche;ene-25
1;HOMBRE;85;ADM USO LIBRE;Aluche;ene-25
1;HOMBRE;87;ADM USO LIBRE;Aluche;ene-25
2;HOMBRE;88;ADM USO LIBRE;Aluche;ene-25
2;MUJER;24;ADM ACTIVIDAD DIRIGIDA;Ángel Nieto;ene-25
1;MUJER;44;ADM ACTIVIDAD DIRIGIDA;Ángel Nieto;ene-25
1;MUJER;47;ADM ACTIVIDAD DIRIGIDA;Ángel Nieto;ene-25
1;MUJER;60;ADM ACTIVIDAD DIRIGIDA;Ángel Nieto;ene-25
1;MUJER;40;ADM COMPLETO;Ángel Nieto;ene-25
1;MUJER;42;ADM COMPLETO;Ángel Nieto;ene-25
1;MUJER;55;ADM COMPLETO;Ángel Nieto;ene-25
1;MUJER;63;ADM COMPLETO;Ángel Nieto;ene-25
1;MUJER;68;ADM COMPLETO;Ángel Nieto;ene-25
1;MUJER;69;ADM COMPLETO;Ángel Nieto;ene-25
1;HOMBRE;13;ADM COMPLETO;Ángel Nieto;ene-25
1;HOMBRE;34;ADM COMPLETO;Ángel Nieto;ene-25
1;HOMBRE;39;ADM COMPLETO;Ángel Nieto;ene-25
1;HOMBRE;60;ADM COMPLETO;Ángel Nieto;ene-25
1;MUJER;52;ADM FAMILIAR;Ángel Nieto;ene-25
1;HOMBRE;17;ADM FAMILIAR;Ángel Nieto;ene-25
1;HOMBRE;25;ADM FAMILIAR;Ángel Nieto;ene-25
1;HOMBRE;53;ADM FAMILIAR;Ángel Nieto;ene-25
1;MUJER;26;ADM REDUCIDO;Ángel Nieto;ene-25
1;MUJER;63;ADM REDUCIDO;Ángel Nieto;ene-25
2;MUJER;66;ADM REDUCIDO;Ángel Nieto;ene-25
1;MUJER;68;ADM REDUCIDO;Ángel Nieto;ene-25
2;MUJER;73;ADM REDUCIDO;Ángel Nieto;ene-25
1;MUJER;79;ADM REDUCIDO;Ángel Nieto;ene-25
1;MUJER;83;ADM REDUCIDO;Ángel Nieto;ene-25
1;HOMBRE;62;ADM REDUCIDO;Ángel Nieto;ene-25
2;HOMBRE;68;ADM REDUCIDO;Ángel Nieto;ene-25
1;HOMBRE;75;ADM REDUCIDO;Ángel Nieto;ene-25
2;HOMBRE;78;ADM REDUCIDO;Ángel Nieto;ene-25
1;HOMBRE;81;ADM REDUCIDO;Ángel Nieto;ene-25
1;MUJER;20;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Ángel Nieto;ene-25
1;MUJER;25;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Ángel Nieto;ene-25
1;MUJER;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Ángel Nieto;ene-25
1;MUJER;31;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Ángel Nieto;ene-25
2;MUJER;32;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Ángel Nieto;ene-25
1;MUJER;46;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Ángel Nieto;ene-25
1;HOMBRE;24;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Ángel Nieto;ene-25
1;HOMBRE;41;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Ángel Nieto;ene-25
1;HOMBRE;44;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Ángel Nieto;ene-25
2;HOMBRE;54;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Ángel Nieto;ene-25
1;HOMBRE;59;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Ángel Nieto;ene-25
1;MUJER;20;ADM USO LIBRE;Ángel Nieto;ene-25
1;MUJER;35;ADM USO LIBRE;Ángel Nieto;ene-25
1;MUJER;36;ADM USO LIBRE;Ángel Nieto;ene-25
1;MUJER;43;ADM USO LIBRE;Ángel Nieto;ene-25
1;MUJER;46;ADM USO LIBRE;Ángel Nieto;ene-25
1;MUJER;53;ADM USO LIBRE;Ángel Nieto;ene-25
1;MUJER;60;ADM USO LIBRE;Ángel Nieto;ene-25
2;MUJER;67;ADM USO LIBRE;Ángel Nieto;ene-25
1;MUJER;69;ADM USO LIBRE;Ángel Nieto;ene-25
1;MUJER;70;ADM USO LIBRE;Ángel Nieto;ene-25
1;MUJER;74;ADM USO LIBRE;Ángel Nieto;ene-25
1;MUJER;76;ADM USO LIBRE;Ángel Nieto;ene-25
1;MUJER;81;ADM USO LIBRE;Ángel Nieto;ene-25
2;MUJER;83;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;20;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;25;ADM USO LIBRE;Ángel Nieto;ene-25
2;HOMBRE;26;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;27;ADM USO LIBRE;Ángel Nieto;ene-25
4;HOMBRE;29;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;30;ADM USO LIBRE;Ángel Nieto;ene-25
2;HOMBRE;34;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;35;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;36;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;42;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;44;ADM USO LIBRE;Ángel Nieto;ene-25
2;HOMBRE;47;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;48;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;51;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;53;ADM USO LIBRE;Ángel Nieto;ene-25
3;HOMBRE;58;ADM USO LIBRE;Ángel Nieto;ene-25
2;HOMBRE;59;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;60;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;61;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;65;ADM USO LIBRE;Ángel Nieto;ene-25
2;HOMBRE;66;ADM USO LIBRE;Ángel Nieto;ene-25
2;HOMBRE;67;ADM USO LIBRE;Ángel Nieto;ene-25
3;HOMBRE;68;ADM USO LIBRE;Ángel Nieto;ene-25
4;HOMBRE;69;ADM USO LIBRE;Ángel Nieto;ene-25
2;HOMBRE;71;ADM USO LIBRE;Ángel Nieto;ene-25
2;HOMBRE;72;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;74;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;75;ADM USO LIBRE;Ángel Nieto;ene-25
2;HOMBRE;76;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;78;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;79;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;81;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;82;ADM USO LIBRE;Ángel Nieto;ene-25
1;HOMBRE;88;ADM USO LIBRE;Ángel Nieto;ene-25
1;MUJER;16;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antiguo Canódromo;ene-25
3;MUJER;17;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antiguo Canódromo;ene-25
6;MUJER;18;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antiguo Canódromo;ene-25
10;MUJER;19;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antiguo Canódromo;ene-25
5;MUJER;20;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antiguo Canódromo;ene-25
3;MUJER;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antiguo Canódromo;ene-25
1;MUJER;24;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antiguo Canódromo;ene-25
1;MUJER;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antiguo Canódromo;ene-25
1;MUJER;58;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antiguo Canódromo;ene-25
1;MUJER;63;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antiguo Canódromo;ene-25
1;HOMBRE;22;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antiguo Canódromo;ene-25
